Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Proj-desc_eng,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","TEKsystems Canada Inc, Toronto, Ontario",0,121975
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","TRL Technology Ltd, Tewkesbury, United Kingdom",0,230464
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","TRM Technologies Inc, Ottawa, Ontario",0,606078
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Ultra Electronics Advanced Tactical, Austin, Texas",0,120815
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Uncharted Software Inc, Toronto, Ontario",0,190000
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","United States Department of the Navy, Washington, District of Columbia",0,516805
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","United States Department of the Treasury, Washington, District of Columbia",0,2696116
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","United States Department of Defense, Washington, District of Columbia",0,227467
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Université de Sherbrooke, Sherbrooke, Quebec",0,195176
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","University of Alberta, Edmonton, Alberta",0,108390
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","University of British Columbia, Vancouver, British Columbia",0,268715
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","University of Calgary, Calgary, Alberta",0,545035
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","University of New Brunswick, Fredericton, New Brunswick",0,777323
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","University of Ontario Institute of Technology, Oshawa, Ontario",0,200000
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","University of Ottawa, Ottawa, Ontario",0,1229555
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","University of Prince Edward Island, Charlottetown, Prince Edward Island",0,199020
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","University of Toronto, Toronto, Ontario",0,6026004
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","University of Waterloo, Waterloo, Ontario",0,1673513
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Upland Contracting Ltd, Campbell River, British Columbia",0,456635
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Urthecast Corporation, Vancouver, British Columbia",0,478815
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","UNIGEC Inc, Saguenay, Quebec",0,108329
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Valcom Consulting Group Inc, Ottawa, Ontario",0,5087643
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","W S Nicholls Western Construction Ltd, Delta, British Columbia",0,403739
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Wacor Holdings Ltd, Campbell River, British Columbia",0,645819
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Wahl Construction Ltd, Medicine Hat, Alberta",0,382214
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Watershed Information Technology Inc, Ottawa, Ontario",0,188307
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Weatherhaven Global Resources Ltd, Burnaby, British Columbia",0,152892
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Webster Electric Ltd, Courtenay, British Columbia",0,127500
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Weir Canada Inc, Montréal, Quebec",0,50073290
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Western University, London, Ontario",0,188240
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Western Weather Protectors Ltd, Calgary, Alberta",0,1054874
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Wood Canada Limited, Oakville, Ontario",0,5632744
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","WorleyParsons Canada Service Ltd, Calgary, Alberta",0,1300964
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Wyle Laboratories Inc, El Segundo, California",0,184940
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","WESCAM Inc, Burlington, Ontario",0,576884
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","WSP Global Inc, Montréal, Quebec",0,400958
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","Xtract Technologies Inc, Vancouver, British Columbia",0,504800
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","XTECH Explosive Decontamination Inc, Okotoks, Alberta",0,384715
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","ZAS Architects, Toronto, Ontario",0,195761
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","10112755 Canada Inc, St John's, Newfoundland and Labrador",0,103600
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","10647802 Canada Ltd, Mississauga, Ontario",0,1399420
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","2Keys Corporation, Ottawa, Ontario",0,393334
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","4DM Inc, Toronto, Ontario",0,162000
2019/2020,16,"National Defence",018,"Department of National Defence",042,"Engineering and Architectural Services","4M BioTech Ltd, Victoria, British Columbia",0,188571
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services",,32465638,0
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Advanced Systems Management Group Ltd, Ottawa, Ontario",0,137400
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Airshare Inc, Ottawa, Ontario",0,169600
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Amtech Aeronautical Ltd, Medicine Hat, Alberta",0,353000
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Avalon Holographics Incorporated, St John's, Newfoundland and Labrador",0,498232
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","ABB Inc, Québec, Quebec",0,544218
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","ARA Robotic Inc, Montréal, Quebec",0,203515
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Betlen Technology Consulting, Pickering, Ontario",0,149376
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Beyond Aerospace Ltd, Kelowna, British Columbia",0,199400
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","BI Expertise Inc, Québec, Quebec",0,128774
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","BMT Fleet Technology Ltd, Ottawa, Ontario",0,125924
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","C-Core Inc, St John's, Newfoundland and Labrador",0,508710
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Cadex Inc, Saint-Jean-sur-Richelieu, Quebec",0,585422
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Calian Group Ltd, Ottawa, Ontario",0,5139243
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Canadian Space Agency, Longueuil, Quebec",0,1068000
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Carleton University, Ottawa, Ontario",0,390740
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Cohort Systems Inc, Ottawa, Ontario",0,197355
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Communications Security Establishment, Ottawa, Ontario",0,262716
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Computer Research Institute of Montréal, Montréal, Quebec",0,157469
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Defence Construction Canada, Ottawa, Ontario",0,170222
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Department of Health, Ottawa, Ontario",0,470281
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Department of Natural Resources, Ottawa, Ontario",0,557595
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Department of Public Works and Government Services, Gatineau, Quebec",0,238411
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","DST Consulting Engineers Inc, Ottawa, Ontario",0,142703
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Environics Research Group Ltd, Toronto, Ontario",0,114519
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Environmental Instruments Canada Inc, Saskatoon, Saskatchewan",0,215200
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Eracts (Eugene Rozumovich & Associates) Inc, Niagara Falls, Ontario",0,117046
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Exonetik Inc, Sherbrooke, Quebec",0,320551
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Flosonics Medical, Greater Sudbury, Ontario",0,245007
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Fuseforward Solutions Group Ltd, Vancouver, British Columbia",0,197130
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","General Dynamics Canada Ltd, Ottawa, Ontario",0,929400
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","GeoSpectrum Technologies Inc, Dartmouth, Nova Scotia",0,325490
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Globvision Inc, Montréal, Quebec",0,224446
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Graphene Leaders Canada (GLC) Inc, Edmonton, Alberta",0,121610
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Human Resource Systems Group Ltd, Ottawa, Ontario",0,904818
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Humansystems Inc, Guelph, Ontario",0,399879
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Impact Assessment Agency of Canada, Ottawa, Ontario",0,208762
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Jasco Applied Sciences Ltd, Dartmouth, Nova Scotia",0,1467060
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Lightship Works Inc, Kamloops, British Columbia",0,109856
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Longan Vision Corp, Hamilton, Ontario",0,150307
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Lunar Medical Inc, Hamilton, Ontario",0,173925
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","LTI, Québec, Quebec",0,132921
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","MacDonald Dettwiler and Associates Ltd, Richmond, British Columbia",0,1228244
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Maerospace Corporation, Waterloo, Ontario",0,193084
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Martec Limited, Dartmouth, Nova Scotia",0,199945
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Maxwellian Inc, Montréal, Quebec",0,118380
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","McGill University, Montréal, Quebec",0,200000
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Mercur IT Solutions Inc, Port Moody, British Columbia",0,164956
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Mobile Augers and Research Ltd, Edmonton, Alberta",0,200842
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Momentaj Inc, Richmond Hill, Ontario",0,170960
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","N-Dimension Solutions Inc, Richmond Hill, Ontario",0,156070
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","National Optics Institute, Québec, Quebec",0,229970
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","National Research Council of Canada, Ottawa, Ontario",0,977675
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","New Brunswick Minister of Finance, Fredericton, New Brunswick",0,259000
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Nexalogy Environics, Montréal, Quebec",0,459302
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Numérica Technologies Inc, Québec, Quebec",0,106252
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","NxtSens Microsystems Inc, Montréal, Quebec",0,195430
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","OODA Technologies Inc, Montréal, Quebec",0,174781
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Plurilock Security Solutions Inc, Victoria, British Columbia",0,195243
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Royal Military College of Canada, Kingston, Ontario",0,198315
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Ryerson University, Toronto, Ontario",0,201057
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Sapper Labs Inc, Ottawa, Ontario",0,546440
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Service payments under $100,000 (145 payees)",0,1148631
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","SkyHive Technologies Inc, Vancouver, British Columbia",0,425000
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Solana Networks Inc, Ottawa, Ontario",0,199950
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Solar Ship Inc, Toronto, Ontario",0,114896
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Space Strategies Consulting Ltd, Ottawa, Ontario",0,213991
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Szadkowski Inc, Toronto, Ontario",0,199980
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Thales Canada, Ottawa, Ontario",0,915168
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","The ALRM Group Inc, Ottawa, Ontario",0,199609
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","The Pythian Group Inc, Ottawa, Ontario",0,191950
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Think Sensor Research Inc, West Vancouver, British Columbia",0,199500
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Thoth Technology Inc, Innisfil, Ontario",0,240000
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","University of British Columbia, Vancouver, British Columbia",0,302710
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","University of Calgary, Calgary, Alberta",0,249000
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","University of New Brunswick, Fredericton, New Brunswick",0,199900
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","University of Ottawa, Ottawa, Ontario",0,195900
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","University of Saskatchewan, Saskatoon, Saskatchewan",0,199414
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","University of Toronto, Toronto, Ontario",0,103923
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","University of Waterloo, Waterloo, Ontario",0,429807
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Visual Defence Inc, Richmond Hill, Ontario",0,398977
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Western University, London, Ontario",0,201250
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","WSP Global Inc, Montréal, Quebec",0,155223
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","Xtract Technologies Inc, Vancouver, British Columbia",0,546450
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","10947440 Canada Limited, Halifax, Nova Scotia",0,180424
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","8779074 Canada Corporation, Waterloo, Ontario",0,199996
2019/2020,16,"National Defence",018,"Department of National Defence",043,"Scientific and Research Services","9295-7182 Québec Inc, Montréal, Quebec",0,121810
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services",,154028614,0
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","École de langues La Cité Inc, Ottawa, Ontario",0,6058391
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","École Creusot, Gatineau, Quebec",0,128743
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Academi, Moyock, North Carolina",0,2091248
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Algonquin College, Ottawa, Ontario",0,1161456
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Assessment and Training Solutions Consulting Corporation, Virginia Beach, Virginia",0,684181
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","ABCE Language School Inc, Ottawa, Ontario",0,654370
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","AFI, Québec, Quebec",0,155660
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","AFNORTH International School, Brunssum, Netherlands",0,1540076
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","AV Management ApS, Copenhagen, Denmark",0,1597212
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Berlitz Canada Inc, Mississauga, Ontario",0,133299
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Boeing, Chicago, Illinois",0,820290
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","BMT Fleet Technology Ltd, Ottawa, Ontario",0,177897
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","BSR Inc, Summit Point, West Virginia",0,496669
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Cégep Édouard-Montpetit, Longueuil, Quebec",0,289500
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Cégep Saint-Jean-sur-Richelieu, Saint-Jean-sur-Richelieu, Quebec",0,2684608
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Calhoon MEBA Engineering School, Easton, Maryland",0,126620
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Calian Group Ltd, Ottawa, Ontario",0,13711980
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Camosun College, Victoria, British Columbia",0,1494630
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Canada Foreign Military Sales, New York, New York",0,26493990
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Canadian Forces Morale and Welfare Services, Ottawa, Ontario",0,159806
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Canadore College, North Bay, Ontario",0,520177
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Carleton University, Ottawa, Ontario",0,121212
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Caron Professional & Linguistic Training Center Ltd, Ottawa, Ontario",0,349351
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Conseil des écoles publiques de l'Est de l'Ontario, Ottawa, Ontario",0,122437
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Coughlin & Associates Ltd, Ottawa, Ontario",0,110426
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Cyril Shokoples, Edmonton, Alberta",0,137135
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","CAE Aircrew Training Services PLC, Wallingford, United Kingdom",0,1124736
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","CAE Inc, Montréal, Quebec",0,1257943
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","CBI Workplace Solutions, Toronto, Ontario",0,184960
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","CTOMS Inc, Edmonton, Alberta",0,403252
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Department of Foreign Affairs Trade and Development, Ottawa, Ontario",0,102974
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Department of Natural Resources, Ottawa, Ontario",0,274035
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Department of Public Works and Government Services, Gatineau, Quebec",0,245453
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Donald A Belliveau & Associés, Shediac, New Brunswick",0,109342
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Durham District School Board, Whitby, Ontario",0,212659
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Eagle School of Languages Inc, Ottawa, Ontario",0,164640
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","ExitCertified Corp, Ottawa, Ontario",0,1784378
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","EMT Emergency Medical Technology Inc, Dartmouth, Nova Scotia",0,4065748
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Fast Forward French, Ottawa, Ontario",0,204079
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Financial Management Institute, Ottawa, Ontario",0,159260
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Flight Safety Canada Ltd, Toronto, Ontario",0,556386
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","FlightSafety International Inc, New York, New York",0,558397
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Gartner Inc, Toronto, Ontario",0,376816
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Global Knowledge Training Canada LLC, Toronto, Ontario",0,2364099
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Grand Erie District School Board, Brantford, Ontario",0,145574
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Graybridge International Consulting Inc, Ottawa, Ontario",0,189986
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Greater Essex County District School Board, Windsor, Ontario",0,145092
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","GHT-Global Ltd, London, United Kingdom",0,849338
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Harris Corporation, Melbourne, Florida",0,163837
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Harvard Corporation, Cambridge, Massachusetts",0,116946
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","HNZ Group Inc, Les Cèdres, Quebec",0,1216855
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Institut maritime du Québec, Rimouski, Quebec",0,377551
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Interlangues Language School, Ottawa, Ontario",0,1810468
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Justice Institute of British Columbia, New Westminster, British Columbia",0,524692
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Kawartha Pine Ridge District School Board, Peterborough, Ontario",0,106164
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Knowledge Circle Learning Services Inc, Ottawa, Ontario",0,209422
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Lakehead District School Board, Thunder Bay, Ontario",0,105853
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Laval University, Québec, Quebec",0,286413
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Learning Tree International Inc, Ottawa, Ontario",0,348215
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Mack Trucks Inc, Allentown, Pennsylvania",0,1257948
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","McGill University, Montréal, Quebec",0,493990
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","McMaster University, Hamilton, Ontario",0,217880
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Millbrook Academy Inc, Ottawa, Ontario",0,105100
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Mission Critical Teams Institute, Elkins Park, Pennsylvania",0,301285
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Mistic Inc, Maryland Line, Maryland",0,269051
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Mobility Lab Inc, Arnprior, Ontario",0,139399
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Mystic Inc, Maryland Line, Maryland",0,112930
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","National Research Council of Canada, Ottawa, Ontario",0,250000
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","National Test Pilot School, Mojave, California",0,3077272
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","New Horizons Worldwide LLC, West Conshohocken, Pennsylvania",0,172240
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Nokia Canada Inc, Ottawa, Ontario",0,119421
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Northwind Security Consultants Inc, New London, New Hampshire",0,1431987
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Nova Scotia Community College, Halifax, Nova Scotia",0,314211
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","NATO Communications and Information Agency, Brussels, Belgium",0,156155
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Ontario Minister of Finance, Oshawa, Ontario",0,324848
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Ottawa Catholic School Board, Ottawa, Ontario",0,350500
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Ottawa-Carleton District School Board, Ottawa, Ontario",0,1105478
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Ozon P (Dr), Barrie, Ontario",0,127730
2019/2020,16,"National Defence",018,"Department of National Defence",044,"Training and Educational Services","Pacific Architects and Engineers Incorporated, Arlington, Virginia",0,412038
