Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Proj-desc_eng,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Mousseau Deluca McPherson Prince, Windsor, Ontario",0,1010518
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Murchison Thomson and Clarke LLP, Surrey, British Columbia",0,2778816
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Nathanson Seaman Watts, Kentville, Nova Scotia",0,119789
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","O'Brian N, Williams Lake, British Columbia",0,154560
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Oman J, Calgary, Alberta",0,178069
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Paul D Syrduk Law Office, Lancaster, Ontario",0,175683
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Peter Wenglowski Professional, St Catharines, Ontario",0,1134510
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Picco and White, Marystown, Newfoundland and Labrador",0,113763
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Prevost Fortin D'aoust, Saint-Jérôme, Quebec",0,101148
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Pushor Mitchell LLP, Kelowna, British Columbia",0,964568
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Quon Ferguson Legal PC Ltd, Saskatoon, Saskatchewan",0,176633
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Rancourt Legault & St-Onge, Salaberry-de-Valleyfield, Quebec",0,118261
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Rebecca B Smyth Law Corporation, Trail, British Columbia",0,279572
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Riopelle Group Professional, Timmins, Ontario",0,711242
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Ronald J Poirier Professional, Thunder Bay, Ontario",0,1152914
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Rusnak Balacko Kachur Rusnak, Yorkton, Saskatchewan",0,154948
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Ryan Iannetti Law Office, North Sydney, Nova Scotia",0,233683
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Sarah Chaudhary Law Office, Medicine Hat, Alberta",0,125598
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Schulz Erwin Reinhard Professional Corporation, St Albert, Alberta",0,313006
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Scott Graham Professional Corp, Toronto, Ontario",0,168580
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Service payments under $100,000 (132 payees)",0,4820384
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Shatford C, Amherst, Nova Scotia",0,109659
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Shirtliff Hinds Professional Corp, Newmarket, Ontario",0,453349
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Stephen Cole Law Office Inc, Middleton, Nova Scotia",0,132568
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","SGB Law LLP, Grande Prairie, Alberta",0,194861
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Thompson Lerose and Brown, Trail, British Columbia",0,282328
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Thorn Law PC Inc, Quispamsis, Nova Scotia",0,116865
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Timothy Mathany Professional Corp, Dresden, Ontario",0,131360
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Trehearne F, Toronto, Ontario",0,507333
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Viner Kennedy Frederick Allan, Kingston, Ontario",0,163851
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Wallace Klein Partners LLP, North Bay, Ontario",0,377279
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Wells Lamey Mailman & Bryson, Chester, Nova Scotia",0,374012
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","White NR, Hamilton, Ontario",0,164289
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","William B Hogle Professional, Edmonton, Alberta",0,239025
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Willows Wellsch Orr and Brundige LLP, Regina, Saskatchewan",0,374255
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Wilson DW, Mississauga, Ontario",0,125620
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Wyatt Purcell Stillman, Brantford, Ontario",0,289261
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Wyrzykowski & Robb, Sarnia, Ontario",0,350291
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",41,"Legal Services","Yusep JJ, Canmore, Alberta",0,173564
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",43,"Scientific and Research Services",,4000,0
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",43,"Scientific and Research Services","Service payments under $100,000 (1 payee)",0,4000
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",44,"Training and Educational Services",,357530,0
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",44,"Training and Educational Services","Service payments under $100,000 (88 payees)",0,357530
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",45,"Health and Welfare Services",,102613,0
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",45,"Health and Welfare Services","Service payments under $100,000 (23 payees)",0,102613
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",46,"Protection Services",,565253,0
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",46,"Protection Services","Commissionaires, Nepean, Ontario",0,297527
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",46,"Protection Services","Service payments under $100,000 (17 payees)",0,267726
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",47,"Informatics Services",,505367,0
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",47,"Informatics Services","Service payments under $100,000 (9 payees)",0,68093
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",47,"Informatics Services","Shared Services Canada, Gatineau, Quebec",0,437274
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",82,"Special Fees and Services",,1129479,0
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",82,"Special Fees and Services","Barreau du Québec, Montréal, Quebec",0,103110
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",82,"Special Fees and Services","Law Society of Alberta, Calgary, Alberta",0,161940
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",82,"Special Fees and Services","Law Society of British Columbia, Vancouver, British Columbia",0,133079
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",82,"Special Fees and Services","Law Society of Upper Canada, Toronto, Ontario",0,336747
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",82,"Special Fees and Services","Service payments under $100,000 (59 payees)",0,394603
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",86,"Temporary Help Services",,155565,0
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",86,"Temporary Help Services","Service payments under $100,000 (9 payees)",0,155565
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",87,"Interpretation and Translation Services",,518881,0
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",87,"Interpretation and Translation Services","Public Works and Government Services Canada, Gatineau, Quebec",0,338263
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",87,"Interpretation and Translation Services","Service payments under $100,000 (71 payees)",0,180618
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",89,"Other Services",,688984,0
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",89,"Other Services","Côté Y, Gatineau, Quebec",0,100352
2014/2015,15,Justice,019,"Office of the Director of Public Prosecutions",89,"Other Services","Services payments under $100,000 (53 payees)",0,588632
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services",,22677162,0
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Canada Post Corporation, Ottawa, Ontario",0,216357
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Correctional Service of Canada, Ottawa, Ontario",0,327470
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","CGI Group Inc, Montréal, Quebec",0,189693
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Employment and Social Development Canada, Ottawa, Ontario",0,921165
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Entreprise André Barsalou, Dollard-des-Ormeaux, Quebec",0,307447
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Foreign Affairs Trade and Development, Ottawa, Ontario",0,107886
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Gilmore Reproductions, Ottawa, Ontario",0,256551
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Health Canada, Ottawa, Ontario",0,529974
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Heritage Canada, Ottawa, Ontario",0,160548
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Iron Mountain Canada, Brampton, Ontario",0,224105
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Library and Archives Canada, Ottawa, Ontario",0,256312
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","National Defence, Ottawa, Ontario",0,238532
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","PriceWaterhouseCoopers, Toronto, Ontario",0,100000
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Public Works and Government Services Canada, Gatineau, Quebec",0,3306725
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","QMR Staffing Solutions Inc, Ottawa, Ontario",0,257428
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Service payments under $100,000 (250 payees)",0,1476516
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Shared Services Canada, Gatineau, Quebec",0,184408
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Somos Consulting Group Ltd, Ottawa, Ontario",0,1150465
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","The Royal Canadian Legion, Ottawa, Ontario",0,182980
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","TPG Technology Consulting Ltd, Ottawa, Ontario",0,1469529
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","Vets Canada, Dartmouth, Nova Scotia",0,249167
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",40,"Business Services","WCG International Consultants, Victoria, British Columbia",0,10563904
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",41,"Legal Services",,1062738,0
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",41,"Legal Services","Justice Canada, Ottawa, Ontario",0,1062556
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",41,"Legal Services","Service payments under $100,000 (3 payees)",0,182
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",44,"Training and Educational Services",,1216403,0
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",44,"Training and Educational Services","Service payments under $100,000 (474 payees)",0,1062484
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",44,"Training and Educational Services","Université Sainte-Anne, Halifax, Nova Scotia",0,153919
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services",,322917792,0
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Abe Shedletzky Medicine Professional, Toronto, Ontario",0,101930
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Alberta Health Services, Edmonton, Alberta",0,7609329
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Annapolis Royal Nursing Home, Annapolis Royal, Nova Scotia",0,266718
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Annapolis Valley District Health Authority, Kentville, Nova Scotia",0,2891929
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Atlantic Health Sciences Corporation, Saint John, New Brunswick",0,8115031
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Beach Grove Home, Charlottetown, Prince Edward Island",0,279035
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","British Columbia Ministry of Provincial Revenue, Victoria, British Columbia",0,532973
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Broadmead Care Society, Victoria, British Columbia",0,4165082
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Campbellton Regional Hospital, Campbellton, New Brunswick",0,1821370
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Cape Breton District Health Authority, Sydney, Nova Scotia",0,4940394
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Capital Care, Edmonton, Alberta",0,311558
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Capital District Health Authority, Halifax, Nova Scotia",0,23726809
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Capital Therapy Services, Ottawa, Ontario",0,502961
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Cedarstone Enhanced Care, Halifax, Nova Scotia",0,150372
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Château Westmount, Montréal, Quebec",0,155387
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Chevrefil D, Chateauguay, Quebec",0,100776
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Cira Medical Services, Edmonton, Alberta",0,400728
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","CHU de Québec, Québec, Quebec",0,8095570
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Dallal A (Dr), Mont-Royal, Quebec",0,333313
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Deer Lodge Centre, Winnipeg, Manitoba",0,3839581
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Dr Georges-L Dumont University Hospital Centre, Moncton, New Brunswick",0,4613228
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Dr Hugh Twomey Health Care Center, Botwood, Newfoundland and Labrador",0,995823
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Durand D, Sherbrooke, Quebec",0,106413
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","East Cumberland Lodge, Pugwash, Nova Scotia",0,137085
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Eastern Health, St John's, Newfoundland and Labrador",0,5990815
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Falls Villa, Grand Falls, New Brunswick",0,631276
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Franz M, North Bay, Ontario",0,194470
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Fraser Health Authority, New Westminster, British Columbia",0,213653
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","George Derby Centre, Burnaby, British Columbia",0,5572619
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Grand View Manor, Berwick, Nova Scotia",0,116072
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Harbourside Rehabilitation, Bedford, Nova Scotia",0,249692
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Harbourstone Enhanced Care, Halifax, Nova Scotia",0,163193
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Harbourview Lodge Continuing Care Centre, Sheet Harbour, Nova Scotia",0,103733
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Health Canada, Ottawa, Ontario",0,248452
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Health Care Corporation of St John's, St John's, Newfoundland and Labrador",0,121000
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","High-Crest Enterprises Ltd, Springhill, Nova Scotia",0,1218355
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Horizon Health Network, Fredericton, New Brunswick",0,6983934
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Inglewood Care Center, West Vancouver, British Columbia",0,202219
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Interior Health Authority, Kamloops, British Columbia",0,550372
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Ivey's Terrace Nursing Home, Pictou, Nova Scotia",0,153872
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Johnson D, Powassan, Ontario",0,102579
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Laliberté MF, Sainte-Catherine-de-la-Jacques-Cartier, Quebec",0,137577
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Langley Care Society, Langley, British Columbia",0,151620
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Les Services Psychologiques, Montréal, Quebec",0,130166
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Medavie Blue Cross, Moncton, New Brunswick",0,23936989
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Michel White Sprcp Inc, Beaconsfield, Quebec",0,538546
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Miramichi Senior Citizens Home, Miramichi, New Brunswick",0,1355721
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Multi Option Nursing Inc, Québec, Quebec",0,311767
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","National Defence, Ottawa, Ontario",0,105488
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Northwoodcare Bedford Inc, Bedford, Nova Scotia",0,191803
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Oakwood Terrace, Dartmouth, Nova Scotia",0,124050
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Ocean View Manor, Eastern Passage, Nova Scotia",0,193014
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Ontario Ministry of Finance, Toronto, Ontario",0,4433916
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Ouellette R (Dr), St-André-d'Argenteuil, Quebec",0,414886
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Parkwood Hospital, London, Ontario",0,20015579
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Parratte J (Dr), Blainville, Quebec",0,228898
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Peace Arch Hospital ECU, New Westminster, British Columbia",0,153923
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Pictou County District Health, New Glasgow, Nova Scotia",0,1941608
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Prince Edward Home, Charlottetown, Prince Edward Island",0,173124
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Providence Health Care, Vancouver, British Columbia",0,621794
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Regina Qu'Appelle Health, Regina, Saskatchewan",0,6493042
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Rescare Premier, Niagara-on-the-Lake, Ontario",0,204867
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Retirement Living Centers, Halifax, Nova Scotia",0,175591
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Richer G (Dr), Montréal, Quebec",0,208340
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Royal Ottawa Health Care Group, Ottawa, Ontario",0,2670506
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Sarrasin F (Dr), Lorraine, Quebec",0,155848
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Selkirk Place, Victoria, British Columbia",0,131306
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Service payments under $100,000 (85,708 payees)",0,101654161
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Sherbrooke Community Centre, Saskatoon, Saskatchewan",0,1346056
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Société Médicale Dr. Lionel, Boucherville, Quebec",0,101200
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Solutions Staffing Inc, Prince George, British Columbia",0,248481
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","South Shore District Health Authority, Bridgewater, Nova Scotia",0,2743327
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","South West Nova District Health Authority, Yarmouth, Nova Scotia",0,1904342
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Spiess S (Dr), Hubley, Nova Scotia",0,119190
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","St Anne Community & Nursing Care Centre, Arichat, Nova Scotia",0,391294
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","St Joseph's Health Care, London, Ontario",0,2205462
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","St Martha's Regional Hospital, Antigonish, Nova Scotia",0,398784
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Sunnybrook & Women's College, Toronto, Ontario",0,30047997
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Thavundayil J (Dr), Dollard-des-Ormeaux, Quebec",0,117440
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","The Perley Rideau, Ottawa, Ontario",0,12294629
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Tidal View Manor, Yarmouth, Nova Scotia",0,140678
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Tideview Terrace, Digby, Nova Scotia",0,258060
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Total Ability, Saint John, New Brunswick",0,257124
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Tyagi R, Ottawa, Ontario",0,187281
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Vancouver Coastal Health, Vancouver, British Columbia",0,1715763
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Vancouver Island Health Authority, Victoria, British Columbia",0,576587
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Victoria Point Rehab Inc, Scarborough, Ontario",0,951140
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Villa Chaleur Inc, Moncton, New Brunswick",0,572218
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Western Health Care Corp, Cornerbrook, Newfoundland and Labrador",0,1954128
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",45,"Health and Welfare Services","Wynn Park Villa, Truro, Nova Scotia",0,522780
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",46,"Protection Services",,2171659,0
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",46,"Protection Services","Commissionaires, Montréal, Quebec",0,1168965
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",46,"Protection Services","Commissionaires, Ottawa, Ontario",0,101501
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",46,"Protection Services","Commissionaires, Saint John, New Brunswick",0,505002
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",46,"Protection Services","Foreign Affairs Trade and Development, Ottawa, Ontario",0,224798
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",46,"Protection Services","Service payments under $100,000 (25 payees)",0,171393
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",47,"Informatics Services",,1869267,0
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",47,"Informatics Services","National Defence, Ottawa, Ontario",0,352067
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",47,"Informatics Services","Public Works and Government Services Canada, Gatineau, Quebec",0,1366792
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",47,"Informatics Services","Service payments under $100,000 (10 payees)",0,150408
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",48,"Management Consulting",,381456,0
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",48,"Management Consulting","Public Works and Government Services Canada, Gatineau, Quebec",0,324995
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",48,"Management Consulting","Service payments under $100,000 (4 payees)",0,56461
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",82,"Special Fees and Services",,498671,0
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",82,"Special Fees and Services","Service payments under $100,000 (545 payees)",0,498671
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",86,"Temporary Help Services",,1672930,0
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",86,"Temporary Help Services","Foreign Affairs Trade and Development, Ottawa, Ontario",0,494986
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",86,"Temporary Help Services","Harrington Staffing Services, Ottawa, Ontario",0,114449
2014/2015,24,"Veterans Affairs",021,"Veterans Affairs",86,"Temporary Help Services","National Defence, Ottawa, Ontario",0,200658
