Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Proj-desc_eng,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",47,"Informatics Services","Veritaaq Technology House Inc, Ottawa, Ontario",0,1127980
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",47,"Informatics Services","VCAN Group Inc, Ottawa, Ontario",0,109015
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",48,"Management Consulting",,3028787,0
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",48,"Management Consulting","Altis Human Resources Inc, Ottawa, Ontario",0,186600
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",48,"Management Consulting","Ebiz Professionals Inc, Guelph, Ontario",0,147243
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",48,"Management Consulting","FoxRed Consulting Inc, Manotick, Ontario",0,594080
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",48,"Management Consulting","Goss Gilroy Inc, Ottawa, Ontario",0,228699
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",48,"Management Consulting","IBM Canada Ltd, Ottawa, Ontario",0,208750
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",48,"Management Consulting","Morneau Shepell Ltd, Toronto, Ontario",0,155385
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",48,"Management Consulting","Service payments under $100,000 (93 payees)",0,1508030
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",82,"Special Fees and Services",,714777,0
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",82,"Special Fees and Services","Service payments under $100,000 (921 payees)",0,714777
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",86,"Temporary Help Services",,458277,0
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",86,"Temporary Help Services","Altis Human Resources Inc, Ottawa, Ontario",0,191902
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",86,"Temporary Help Services","Service payments under $100,000 (14 payees)",0,266375
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",87,"Interpretation and Translation Services",,4005980,0
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",87,"Interpretation and Translation Services","Public Works and Government Services Canada, Gatineau, Quebec",0,3929063
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",87,"Interpretation and Translation Services","Service payments under $100,000 (12 payees)",0,76917
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services",,22806585,0
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Canada Revenue Agency, Ottawa, Ontario",0,1447969
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Canadian Food Inspection Agency, Ottawa, Ontario",0,260602
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Canadian Grain Commission, Ottawa, Ontario",0,228440
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Environment Canada, Gatineau, Quebec",0,128188
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Industry Canada, Ottawa, Ontario",0,223482
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Michael Wager Consulting Inc, Ottawa, Ontario",0,164340
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","One Two Tree Service Ltd, Morden, Manitoba",0,114048
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Ottawa Business Interiors Ltd, Ottawa, Ontario",0,250816
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Public Service Commission of Canada, Ottawa, Ontario",0,112976
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Public Works and Government Services Canada, Gatineau, Quebec",0,9424047
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Rideau Recognition Solutions Inc, Montréal, Quebec",0,129863
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Service payments under $100,000 (1,754 payees)",0,2906472
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Simplex Industries Inc, Ottawa, Ontario",0,250924
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Solutions Mesonet, Québec, Quebec",0,200000
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Statistics Canada, Ottawa, Ontario",0,6320967
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","Transport Canada, Ottawa, Ontario",0,541714
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food",89,"Other Services","4DM Inc, Toronto, Ontario",0,101737
2014/2015,07,Finance,002,"Office of the Auditor General",40,"Business Services",,2712282,0
2014/2015,07,Finance,002,"Office of the Auditor General",40,"Business Services","Deloitte LLP, Ottawa, Ontario",0,137323
2014/2015,07,Finance,002,"Office of the Auditor General",40,"Business Services","Ernst & Young LLP, Toronto, Ontario",0,233775
2014/2015,07,Finance,002,"Office of the Auditor General",40,"Business Services","KPMG LLP, Toronto, Ontario",0,333972
2014/2015,07,Finance,002,"Office of the Auditor General",40,"Business Services","Marcil Lavallée, Ottawa, Ontario",0,134810
2014/2015,07,Finance,002,"Office of the Auditor General",40,"Business Services","PricewaterhouseCoopers LLP, Toronto, Ontario",0,733102
2014/2015,07,Finance,002,"Office of the Auditor General",40,"Business Services","Raymond Chabot Grant Thornton LLP, Ottawa, Ontario",0,298012
2014/2015,07,Finance,002,"Office of the Auditor General",40,"Business Services","Samson & Associates, Gatineau, Quebec",0,121408
2014/2015,07,Finance,002,"Office of the Auditor General",40,"Business Services","Service payments under $100,000 (119 payees)",0,719880
2014/2015,07,Finance,002,"Office of the Auditor General",41,"Legal Services",,17339,0
2014/2015,07,Finance,002,"Office of the Auditor General",41,"Legal Services","Service payments under $100,000 (2 payees)",0,17339
2014/2015,07,Finance,002,"Office of the Auditor General",44,"Training and Educational Services",,635954,0
2014/2015,07,Finance,002,"Office of the Auditor General",44,"Training and Educational Services","Deloitte LLP, Ottawa, Ontario",0,153437
2014/2015,07,Finance,002,"Office of the Auditor General",44,"Training and Educational Services","Service payments under $100,000 (94 payees)",0,482517
2014/2015,07,Finance,002,"Office of the Auditor General",45,"Health and Welfare Services",,3745,0
2014/2015,07,Finance,002,"Office of the Auditor General",45,"Health and Welfare Services","Service payments under $100,000 (1 payee)",0,3745
2014/2015,07,Finance,002,"Office of the Auditor General",46,"Protection Services",,137471,0
2014/2015,07,Finance,002,"Office of the Auditor General",46,"Protection Services","Industry Canada, Ottawa, Ontario",0,137333
2014/2015,07,Finance,002,"Office of the Auditor General",46,"Protection Services","Service payments under $100,000 (1 payee)",0,138
2014/2015,07,Finance,002,"Office of the Auditor General",47,"Informatics Services",,254836,0
2014/2015,07,Finance,002,"Office of the Auditor General",47,"Informatics Services","RPDATA Solutions Inc, Whitby, Ontario",0,103520
2014/2015,07,Finance,002,"Office of the Auditor General",47,"Informatics Services","Service payments under $100,000 (17 payees)",0,151316
2014/2015,07,Finance,002,"Office of the Auditor General",48,"Management Consulting",,223552,0
2014/2015,07,Finance,002,"Office of the Auditor General",48,"Management Consulting","Service payments under $100,000 (16 payees)",0,223552
2014/2015,07,Finance,002,"Office of the Auditor General",82,"Special Fees and Services",,933396,0
2014/2015,07,Finance,002,"Office of the Auditor General",82,"Special Fees and Services","Chartered Professional Accountants of Ontario, Toronto, Ontario",0,145320
2014/2015,07,Finance,002,"Office of the Auditor General",82,"Special Fees and Services","CCAF-FCVI Inc, Ottawa, Ontario",0,464900
2014/2015,07,Finance,002,"Office of the Auditor General",82,"Special Fees and Services","Service payments under $100,000 (169 payees)",0,323176
2014/2015,07,Finance,002,"Office of the Auditor General",86,"Temporary Help Services",,54051,0
2014/2015,07,Finance,002,"Office of the Auditor General",86,"Temporary Help Services","Service payments under $100,000 (3 payees)",0,54051
2014/2015,07,Finance,002,"Office of the Auditor General",87,"Interpretation and Translation Services",,751786,0
2014/2015,07,Finance,002,"Office of the Auditor General",87,"Interpretation and Translation Services","Public Works and Government Services Canada, Gatineau, Quebec",0,751786
2014/2015,07,Finance,002,"Office of the Auditor General",89,"Other Services",,75314,0
2014/2015,07,Finance,002,"Office of the Auditor General",89,"Other Services","Service payments under $100,000 (43 payees)",0,75314
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",40,"Business Services",,233468,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",40,"Business Services","Service payments under $100,000 (33 payees)",0,233468
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",41,"Legal Services",,1450747,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",41,"Legal Services","Justice Canada, Ottawa, Ontario",0,1450747
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",44,"Training and Educational Services",,778395,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",44,"Training and Educational Services","Canada School of Public Service, Ottawa, Ontario",0,219650
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",44,"Training and Educational Services","Service payments under $100,000 (86 payees)",0,558745
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",45,"Health and Welfare Services",,55217,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",45,"Health and Welfare Services","Service payments under $100,000 (6 payees)",0,55217
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",46,"Protection Services",,295319,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",46,"Protection Services","Public Works and Government Services Canada, Gatineau, Quebec",0,257302
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",46,"Protection Services","Service payments under $100,000 (9 payees)",0,38017
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",47,"Informatics Services",,194594,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",47,"Informatics Services","Service payments under $100,000 (6 payees)",0,194594
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",48,"Management Consulting",,322132,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",48,"Management Consulting","Service payments under $100,000 (24 payees)",0,322132
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",82,"Special Fees and Services",,66360,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",82,"Special Fees and Services","Service payments under $100,000 (37 payees)",0,66360
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",86,"Temporary Help Services",,121342,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",86,"Temporary Help Services","Service payments under $100,000 (12 payees)",0,121342
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",87,"Interpretation and Translation Services",,395112,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",87,"Interpretation and Translation Services","Public Works and Government Services Canada, Gatineau, Quebec",0,395112
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",89,"Other Services",,2635665,0
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",89,"Other Services","Canada Post Corporation, Ottawa, Ontario",0,438136
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",89,"Other Services","Modis Canada Inc, Toronto, Ontario",0,190067
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",89,"Other Services","Promaxis Systems Inc, Ottawa, Ontario",0,141572
2014/2015,04,"Canadian Heritage",004,"Public Service Commission",89,"Other Services","Service payments under $100,000 (117 payees)",0,1865890
2014/2015,09,"Foreign Affairs, Trade and Development",005,"Foreign Affairs, Trade and Development",40,"Business Services",,35473534,0
2014/2015,09,"Foreign Affairs, Trade and Development",005,"Foreign Affairs, Trade and Development",40,"Business Services","Aon plc, London, United Kingdom",0,118094
2014/2015,09,"Foreign Affairs, Trade and Development",005,"Foreign Affairs, Trade and Development",40,"Business Services","Aon Reed Stenhouse Inc, Ottawa, Ontario",0,117475
