Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Greenfield Construction Ltd., Miramichi, New Brunswick","Greenfield Construction Ltd., Miramichi, Nouveau-Brunswick","Rehabilitation of the Aquacourt foundation, Radium Hot Springs, British Columbia","Réfection de la fondation de l'Aquacourt, Radium Hot Springs, Colombie-Britannique",12597219,4780120,4780120
2022/2023,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Dilawri Property Holdings Ltd., Ottawa, Ontario","Dilawri Property Holdings Ltd., Ottawa, Ontario","Moving the distribution centre from Lester B Pearson to 2421 Lancaster, Ottawa, Ontario","Déménagement du centre de distribution de Lester B Pearson vers le 2421 Lancaster, Ottawa, Ontario",13047965,4823295,5414004
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MCW Custom Energy Solutions Ltd., Toronto, Ontario","MCW Custom Energy Solutions Ltd., Toronto, Ontario","Construction Works - Buildings, Toronto, Ontario","Travaux de construction - Bâtiments, Toronto, Ontario",8368025,4979865,7597149
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Contracts under $250,000 and cost plus contracts under $25,000 (126 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (126 entrepreneurs)",Total,Total,0,5111947,0
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Marco Group Limited, Saint John, Newfoundland and Labrador","Marco Group Limited, Saint John, Terre-Neuve-et-Labrador","Construction of a detachment, Marystown, Newfoundland and Labrador","Construction d'un détachement, Marystown, Terre-Neuve-et-Labrador",10416863,5168378,5393378
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Decarel Inc, Westmount, Quebec","Decarel Inc, Westmount, Québec","Construction Works - Buildings, Westmount, Quebec","Travaux de construction - Bâtiments, Westmount, Québec",40722249,5202879,40722249
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Atkinson Construction Ltd., Spruce Grove, Alberta","Atkinson Construction Ltd., Spruce Grove, Alberta","Construction of a detachment, Valleyview, Alberta","Construction d'un détachement, Valleyview, Alberta",10183708,5270622,5740281
2022/2023,22,Transports,Transport,034,"Department of Transport","Ministère des Transports","Contracts under $250,000 and cost plus contracts under $25,000 (79 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (79 entrepreneurs)",Total,Total,0,5429978,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Excel-7 Ltd., Brandon, Manitoba","Excel-7 Ltd., Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba","Travaux de construction - Bâtiments, Brandon, Manitoba",6813846,5441286,6118025
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, various provinces","Améliorations de divers immeubles, lieux variés, plusieurs provinces",9929148,5500050,9929148
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Ottawa, Ontario","Travaux de construction - Bâtiments, Ottawa, Ontario",275391917,5503038,273942548
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Kinetic Construction Ltd., Victoria, British Columbia","Kinetic Construction Ltd., Victoria, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",23326236,5649467,18345969
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Pomerleau Inc, Saint-Georges, Quebec","Pomerleau Inc, Saint-Georges, Québec","Improvement work on visitor reception center, Gros Morne National Park, Newfoundland and Labrador","Réfection du centre des visiteurs, Parc national du Gros-Morne, Terre-Neuve-et-Labrador",8245000,5717871,6686203
2022/2023,21,"Sécurité publique","Public Safety",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Public Works and Government Services, Gatineau, Quebec","Travaux publics et Services gouvernementaux, Gatineau, Québec","Land border crossing construction, Various locations, Quebec","Construction au port d'entrée, Lieux variés, Québec",5733738,5733738,5733738
2022/2023,07,Finances,Finance,141,"Financial Consumer Agency of Canada","Agence de la consommation en matière financière du Canada","Minto Properties Inc., Ottawa, Ontario","Minto Properties Inc., Ottawa, Ontario","Fit-up of 427 Laurier Avenue West, 5th and 6th floors, Ottawa, Ontario","Aménagement des 5e et 6e étages du 427, avenue Laurier ouest, Ottawa, Ontario",8830384,5734568,5734569
2022/2023,21,"Sécurité publique","Public Safety",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Contracts under $250,000 and cost plus contracts under $25,000 (58 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (58 entrepreneurs)",Total,Total,0,5801439,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Trainor Mechanical Contractors Ltd., Nelson, British Columbia","Trainor Mechanical Contractors Ltd., Nelson, Colombie-Britannique","Construction Works - Buildings, Nelson, British Columbia","Travaux de construction - Bâtiments, Nelson, Colombie-Britannique",12531306,5897771,5897771
2022/2023,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","Strong Bros Heating & Air Condition, Roslin, Ontario","Strong Bros Heating & Air Condition, Roslin, Ontario","Joyceville farm cow barn at Joyceville Institution, Joyceville, Ontario","L'étable de la ferme Joyceville à l'institution Joyceville, Joyceville, Ontario",10618572,5919250,5919250
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Wildstone Construction Ltd., Penticton, British Columbia","Wildstone Construction Ltd., Penticton, Colombie-Britannique","Construction of a detachment, Wha'ti, Northwest Territories","Construction d'un détachement, Wha'ti, Territoires du Nord-Ouest",8326519,6213252,7175205
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Ameresco Canada Inc, North York, Ontario","Ameresco Canada Inc, North York, Ontario","Construction Works - Buildings, Victoria, British Columbia","Travaux de construction - Bâtiments, Victoria, Colombie-Britannique",9036478,6249166,9036477
2022/2023,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Dentons Cardenas & Cardenas, Bogotá, Colombie","Dentons Cardenas & Cardenas, Bogotá, Colombie","Acquisition of staff quarters, Bogotá, Colombia","Achat de logements pour le personnel, Bogotá, Colombie",6778858,6778858,6778858
2022/2023,29,"Affaires intergouvernementales, Infrastructure et Collectivités","Intergovernmental Affairs, Infrastructure and Communities",142,"Office of Infrastructure of Canada","Bureau de l'infrastructure du Canada","Signature on the Saint Lawrence Group, Québec, Quebec","Groupe Signature sur le Saint-Laurent, Québec, Québec","New Bridge for the St. Lawrence Corridor, Montréal, Quebec","Corridor du nouveau pont pour le Saint-Laurent, Montréal, Québec",2582557505,7150728,1823907108
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","Marco Maritimes Ltd., Dartmouth, Nova Scotia","Marco Maritimes Ltd., Dartmouth, Nouvelle-Écosse","Interior redesign and construction work at the Dominion Public Building, Halifax, Nova Scotia","Réaménagement intérieur et travaux de construction à l'édifice public du Dominion, Halifax, Nouvelle-Écosse",17662135,7309971,13086429
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Emmons & Mitchell Construction 2000 Ltd., Kingston, Ontario","Emmons & Mitchell Construction 2000 Ltd., Kingston, Ontario","Construction Works - Buildings, Trenton, Ontario","Travaux de construction - Bâtiments, Trenton, Ontario",14725077,7739348,14557921
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Surrey, British Columbia","Pomerleau Inc, Surrey, Colombie-Britannique","Construction Works - Buildings, Surrey, British Columbia","Travaux de construction - Bâtiments, Surrey, Colombie-Britannique",54248616,7868559,53325017
2022/2023,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","Ameresco Canada Inc, Richmond Hill, Ontario","Ameresco Canada Inc, Richmond Hill, Ontario","Federal Building Initiative energy performance contracting at Matsqui Institution, Abbotsford, British Columbia","Initiative des bâtiments fédéraux Contrats de performance énergétique à l'établissement Matsqui, Abbotsford, Colombie-Britannique",13003099,7917558,7917558
2022/2023,21,"Sécurité publique","Public Safety",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Brookfield Global Integrated Solutions, Markham, Ontario","Brookfield Global Integrated Solutions, Markham, Ontario","Various building renovations, Various locations, Various provinces","Rénovation de divers bâtiments, Lieux variés, Plusieurs provinces",11755234,7980863,11755234
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","EllisDon Corporation, Ottawa, Ontario","EllisDon Corporation, Ottawa, Ontario","Construction of detachments, Various locations, Yukon","Construction des détachements, Lieux variés, Yukon",21249293,8254007,20334664
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Beland & Lapointe Inc, St-Rédempteur, Quebec","Beland & Lapointe Inc, St-Rédempteur, Québec","Construction Works - Buildings, St-Rédempteur, Quebec","Travaux de construction - Bâtiments, St-Rédempteur, Québec",35506479,8274517,9174517
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, various provinces","Améliorations de divers immeubles, lieux variés, plusieurs provinces",8295945,8295945,8295945
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","Pomerleau Inc, Saint-Georges, Quebec","Pomerleau Inc, Saint-Georges, Québec","Construction management services of a new federal building, Shawinigan, Quebec","Services de gérance de construction d'un nouvel édifice fédéral, Shawinigan, Québec",114859673,8722130,12173882
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","PCL Construction Management Inc, Regina, Saskatchewan","PCL Construction Management Inc, Regina, Saskatchewan","Construction of an integrated training centre at Depot, Regina, Saskatchewan","Construction d'un centre d'entraînement intégré à Dépôt, Regina, Saskatchewan",33119896,8779108,30408229
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","EllisDon Civil Ltd and Chant Limited, in joint venture, Mississauga, Ontario","EllisDon Civil Ltd et Chant Limited, entreprise conjointe, Mississauga, Ontario","Burlington Canal Lift Bridge deck replacement, Burlington, Ontario","Remplacement du tablier du pont levant du canal de Burlington, Burlington, Ontario",18879977,8940763,8940763
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Contracts under $250,000 and cost plus contracts under $25,000 (91 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (91 entrepreneurs)",Total,Total,0,8959475,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Knappett Industries (2006) Ltd., Nanaimo, British Columbia","Knappett Industries (2006) Ltd., Nanaimo, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",48516124,9170609,47073559
